bemerkungen,kreditpunkte,laufnummer,modulbezeichnung,modulbezeichnung_alternativ,kuerzel,semester,id_niveau,stichwoerter,id_sprache,letzte_aenderung,anzahl_durchfuehrungen,id_leistungsnachweis,lerninhalte,aktiv,stundenplanrelevant,summerschool,id_modus,id_herkunft,neu,winterschool,bibliographie,raumanforderung,id_methode,bonus,vorschlagsnote_anteil,zwischenpruefungen_anteil,msp,schlusspruefung_anteil,praktische_arbeit_anteil,id_modultyp,min_studis,max_studis,studis_geschaetzt,modulnummer
,3,B-LS-MI 008,Methoden KI,Methoden der künstlichen Intelligenz,MKI,2,1,Menschliche Kognition / Repräsentation und Verarbeitung von Wissen / Constraint- und logische Programmierung / Umgang mit unsicherem und vagem Wissen / Planungssysteme / Neuronale Netze / Maschinelles Lernen und Data Mining / Anwendungsfelder der künstlichen Intelligenz.,1,2021-05-22,1,50,"<ul>
 <li><font face=Arial size=2>Menschliche Kognition</font></li>
 <li><font face=Arial size=2>Repräsentation und Verarbeitung von Wissen</font></li>
 <li><font face=Arial size=2>Constraint- und logische Programmierung</font></li>
 <li><font face=Arial size=2>Umgang mit unsicherem und vagem Wissen</font></li>
 <li><font face=Arial size=2>Planungssysteme</font></li>
 <li><font face=Arial size=2>Neuronale Netze</font></li>
 <li><font face=Arial size=2>Maschinelles Lernen und Data Mining</font></li>
 <li><font face=Arial size=2>Ausgewählte Anwendungsfelder der künstlichen Intelligenz</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,3,MI,f,f,,,,f,,,,100,,1,1,80,60,308
,3,B-LS-PT 004,Grdl. Pharmakologie,Grundlagen Pharmakologie,GPK,2,,"Definition des Rezeptorbegriffes / Von der Rezeptorbindung zur Wirkung / Herleitung und Anwendung Hill-Gleichung: EC50, IC50, pEC50 / Liganden-Typen: Agonisten, Antagonisten, PAMs, NAMs / Signaltransduktion / Wichtige Rezeptor-Familien: Ionenkanäle, GPCRs, RTKs, Enzyme, Transporter, nukleäre Rezeptoren / in vitro assays: Design, Qualitäts-Kontrolle, Analyse.",1,2021-12-02,1,52,"<ul>
 <li><font face=Arial size=2 color='"#232731'">Wie wirken Medikamente?</font></li>
 <li><font face=Arial size=2 color='"#232731'">Geschichtlicher Rückblick</font></li>
 <li><font face=Arial size=2 color='"#232731'">Molekulare und zelluläre Medikamentenwirkung</font></li>
 <li><font face=Arial size=2 color='"#232731'">Definition des pharmakologischen Rezeptorbegriffes, Klassifikation von Rezeptoren</font></li>
 <li><font face=Arial size=2 color='"#232731'">Katalytische Rezeptoren, Enzyme, Transporter, Kanäle, G-Proteingekoppelte Rezeptoren, nukleare Rezeptoren</font></li>
 <li><font face=Arial size=2 color='"#232731'">Signaltransduktion, Effektoren</font></li>
 <li><font face=Arial size=2 color='"#232731'">Bindung, Bindungskinetik, Konzentrations-Wirkungs-Beziehung</font></li>
 <li><font face=Arial size=2 color='"#232731'">Agonisten, Antagonisten, kompetitive, nichtkompetitive Antagonisten</font></li>
 <li><font face=Arial size=2 color='"#232731'">Positive und negative allosterische Modulatoren</font></li>
 <li><font face=Arial size=2 color='"#232731'">Selektivität, Spezifizität, Cross-Talk, on- / off-target Effekte</font></li>
 <li><font face=Arial size=2 color='"#232731'">Messung vom pharmakologischen Effekt: in vitro pharmakologische Assays, Tiermodelle, klinische Studien</font></li>
 <li><font face=Arial size=2 color='"#232731'">Design von in vitro pharmakologischen Assays: QC, CV, z´-Werte</font></li>
 <li><font face=Arial size=2 color='"#232731'">Placebowirkung</font></li>
 <li><font face=Arial size=2 color='"#232731'">Pharmakogenetik, Personalisierung</font></li>
 <li><font face=Arial size=2 color='"#232731'">Alternative Konzepte, Naturstoffprodukte</font><font
     face=Arial size=2>&nbsp;</font></li>
</ul>",t,t,f,3,PT,f,f,,,,f,30,,,70,,1,1,90,80,314
unbedingt vormittags (kann da nur von MT besuchtauch MO bis DO vormittag eingeplant werden),3,B-LS-MT 025,Therapeutische Systeme II,Therapeutische Systeme und Technologien II,TS&T2,5,,"Medizinische Strahlentherapie / Herzschrittmachersysteme / Manuelle, automatisierte und implantierbare Defibrillatoren / Tiefe Hirnstimulation / Brain-Computer Interface / Stenting und technische Stentumgebung / Herzklappenchirurgie.",1,2021-12-02,1,52,"<ul>
 <li><font face=Arial size=2>Medizinische Strahlentherapie</font></li>
 <ul>
  <li><font face=Arial size=2>Physikalisch-technische Grundlagen der Strahlenphysik</font></li>
  <li><font face=Arial size=2>Therapieformen</font></li>
  <li><font face=Arial size=2>Gerätetechnologie zur Strahlenerzeugung</font></li>
 </ul>
 <li><font face=Arial size=2>Herzschrittmachersysteme</font></li>
 <ul>
  <li><font face=Arial size=2>Aufbau eines Schrittmachersystems</font></li>
  <li><font face=Arial size=2>Funktionalität</font></li>
  <li><font face=Arial size=2>Stimulusmodi</font></li>
 </ul>
 <li><font face=Arial size=2>Defibrillator</font></li>
 <ul>
  <li><font face=Arial size=2>Aufbau</font></li>
  <li><font face=Arial size=2>Manuelle, automatisierte und implantierbare Defibrillatoren</font></li>
 </ul>
 <li><font face=Arial size=2>Tiefenhirnstimulation</font></li>
 <ul>
  <li><font face=Arial size=2>Medizinische und technische Grundlagen</font></li>
  <li><font face=Arial size=2>Aufbau und Funktionsweise des Stimulationssystems</font></li>
  <li><font face=Arial size=2>Implantationsprozedur</font></li>
  <li><font face=Arial size=2>Medizinische und technische Herausforderungen</font></li>
 </ul>
 <li><font face=Arial size=2>Stenting und technische Stentumgebung</font></li>
 <ul>
  <li><font face=Arial size=2>Medizinische und technische Grundlagen</font></li>
  <li><font face=Arial size=2>Koronare Stent Delivery Systeme</font></li>
 </ul>
 <li><font face=Arial size=2>Herzklappenchirurgie</font></li>
 <ul>
  <li><font face=Arial size=2>Erkrankungen</font></li>
  <li><font face=Arial size=2>Existierende Herzklappenprothesen</font></li>
 </ul>
 <li><font face=Arial size=2>Brain Computer Interface </font></li>
 <ul>
  <li><font face=Arial size=2>Medizinische und technische Grundlagen</font></li>
  <li><font face=Arial size=2>Beispielanwendungen</font><font size=2> </font></li>
 </ul>
</ul>",t,t,f,1,MT,f,f,,,,f,,,,100,,2,1,40,40,351
,3,B-LS-UT 014,Umwelt u Gesundheit,Umwelt und Gesundheit,U&G,3,,Arbeitsplatzbelastungen durch Chemikalien / Luftschadstoffe und ihre Wirkungen auf den Menschen / Lärm und seine Auswirkungen auf den Menschen / Industriechemikalien und ihre Auswirkungen auf den Menschen / Wirkungsmechanismen umweltrelevanter Chemikalien auf die menschliche Gesundheit / Wirkungen von Pestiziden auf den Menschen / Wirkungen von Umweltchemikalien auf Reproduktion und Entwicklung / Nanotoxikologie und Allergien / Kanzerogenese / Risikoanalyse von Umweltchemikalien.,1,2021-05-22,1,52,"<ul>
 <li><font face=Arial size=2>Luftschadstoffe in Innen- und Aussenluft und ihre Wirkungen auf den Menschen</font></li>
 <li><font face=Arial size=2>Wirkungen von Feinpartikeln auf den Menschen</font></li>
 <li><font face=Arial size=2>Industriechemikalien und ihre Auswirkungen auf den Menschen</font></li>
 <li><font face=Arial size=2>Stoffwechsel von Umweltchemikalien beim Menschen inklusive deren Bioaktivierung</font></li>
 <li><font face=Arial size=2>Wirkungsmechanismen und Wirkungen umweltrelevanter Chemikalien auf Zellen, Organe und die menschliche Gesundheit.</font></li>
 <li><font face=Arial size=2>Wirkungen von Pestiziden auf den Menschen</font></li>
 <li><font face=Arial size=2>Wirkungen von Umweltchemikalien auf Reproduktion und Entwicklung. </font></li>
 <li><font face=Arial size=2>Nanotoxikologie und Allergien.</font></li>
 <li><font face=Arial size=2>Krebsauslösende Stoffe und Krebsentstehung (chemische Kanzerogenese). Epidemiologie und Umweltschadstoffe.</font></li>
 <li><font face=Arial size=2>Wirkungen von Pestiziden.</font></li>
 <li><font face=Arial size=2>Wirkungen auf das Immunsystem</font></li>
 <li><font face=Arial size=2>Hormonelle Wirkungen von Chemikalien </font></li>
 <li><font face=Arial size=2>Gefährdungsabschätzung. Risikoanalyse und -bewertung von Umweltchemikalien und weiteren umweltrelevanten Einflüssen.</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,3,UT,f,f,,,,f,,,,100,,1,1,30,30,358
"SW 11/12 bevorzugt CB im PTC Nord, Raum 1 + 2 + 3
SW 13/14 bevorzugt PT im PTC Nord, Raum 1 + 2 + 3 (nur Containment II)",3,B-LS-PT 014a,Pr. Partikeltechnik (CB),Praktikum Partikeltechnik für CB,PrPTa,3,,"Probeteilung / Siebanalyse / Weitere Partikelgrössenanalyseverfahren / Trockenzerkleinerung mit Schlag-, Strahl- und Kugelmühle / Ermittlung von Fliesseigenschaften / Ermittlung weiterer Schüttguteigenschaften (Böschungswinkel, Stampfdichte) / Siloauslegung / Druckverlust beim Filtrieren und Auswaschen eines Filterkuchens.",1,2021-12-02,1,63,"<ul>
 <li><font face=Arial size=2>Partikelgrössenanalysen von Schüttgüter/Pulvern</font></li>
 <ul>
  <li><font face=Arial size=2>Probenahme</font></li>
  <li><font face=Arial size=2>Probeteilung</font></li>
  <li><font face=Arial size=2>Siebanalyse</font></li>
  <li><font face=Arial size=2>Partikelgrössenanalysen mit optischen Verfahren</font></li>
 </ul>
 <li><font face=Arial size=2>Klassieren und Staubabscheiden mit einem Zyklon</font></li>
 <li><font face=Arial size=2>Trockenzerkleinerung</font></li>
 <ul>
  <li><font face=Arial size=2>Schlagmühle</font></li>
  <li><font face=Arial size=2>Schwingmühle</font></li>
  <li><font face=Arial size=2>Kugelmühle</font></li>
  <li><font face=Arial size=2>Strahlmühle</font></li>
 </ul>
 <li><font face=Arial size=2>Mischzeitbestimmung am Feststoffmischer</font></li>
 <li><font face=Arial size=2>Ermittlung von Fliesseigenschaften </font></li>
 <ul>
  <li><font face=Arial size=2>Effektiver und Wandreibungswinkel</font></li>
  <li><font face=Arial size=2>Böschungswinkel</font></li>
  <li><font face=Arial size=2>Schüttgutdichte, Stampfdichte</font></li>
  <li><font face=Arial size=2>Siloauslegung</font></li>
 </ul>
 <li><font face=Arial size=2>Agglomerieren/Granulieren</font></li>
 <ul>
  <li><font face=Arial size=2>Wirbel-/Fliessbettgranulation</font></li>
  <li><font face=Arial size=2>Granulation im Extruder</font></li>
 </ul>
 <li><font face=Arial size=2>Druckverlustbestimmung beim Filtrieren und Ermittlung von Filterwiderständen</font></li>
 <ul>
  <li><font face=Arial size=2>Filterauslegung</font><font size=2>&nbsp;</font></li>
 </ul>
</ul>",t,f,f,4,PT,f,f,,,,f,50,,,50,,3,1,16,16,327
"",3,B-LS-CH 014,Pr. Analytische Chemie I,Praktikum Analytische Chemie I,PrAC1,1,,"Qualitative und quantitative Analyse / Titrationen (komplexometrisch, volumetrisch, potentiometrisch) / Atomabsorptionsspektroskopie / UV/VIS- und Fluoreszenzspektroskopie / Chromatographische Trenntechniken (LC, GC, IC, DC).",1,2021-05-22,3,27,"<ul>
 <li><font face=Arial size=2>Quantitative und quantitative Analysen</font></li>
 <ul>
  <li><font face=Arial size=2>Titrationen (komplexometrisch, volumetrisch, potentiometrisch)</font></li>
  <li><font face=Arial size=2>Gehaltsbestimmungen mit Atomabsorbtionsspektroskopie</font></li>
  <li><font face=Arial size=2>Gehaltsbestimmungen mit UV/VIS- &amp; Fluoreszensspektroskopie</font></li>
  <li><font face=Arial size=2>Anwendungen der Hochleistungsflüssigkeitschromatographie (HPLC) zur Trennung und Quantifizierung von einfachen Stoffgemischen</font></li>
  <li><font face=Arial size=2>Anwendungen der Gaschromatographie (GC) zur Trennung und Quantifizierung von einfachen Stoffgemischen</font><font
      size=2>&nbsp;</font></li>
 </ul>
</ul>",t,f,f,15,CH,f,f,,,,f,,,,,100,3,1,10,25,9
nicht dienstags oder freitags nachmittags,3,B-LS-KT 030,Wissenskommunikation,Wissenskommunikation,WK,1,,"Gestalten von Kommunikation, um internen und externen Wissenstransfer zu verbessern: Konzeption & Durchführung einer (evtl. virtuellen) Abendveranstaltung für ein Nicht-Fachpublikum zu Themen im Bereich Nachhaltigkeit, Umwelt oder Technik. Anhand eines konkreten Projekts: Gestaltung von effektiven Präsentationen mit Präsentationstools / Visualisierungstechniken / Einsatz der Stimme und wirksame Rhetorik / Moderationsvorbereitung / Geben und Nehmen von hilfreichem Feedback.",1,2021-11-03,1,26,"<div align=left dir=RTL><font face='"Times New Roman'" size=3>&nbsp;</font><font
face=Arial size=2>A) Konzeption &amp; Durchführung einer (evtl. virtuellen) Abendveranstaltung zu Themen im Bereich Nachhaltigkeit, Umwelt oder Technik</font></div>

<blockquote>

<div><font face=Arial size=2>In Gruppen von 2 bis maximal 3 Studierenden</font></div>

</blockquote>

<ul>
 <ul>
  <li><font face=Arial size=2>Recherche zu definiertem Thema im Bereich «Nachhaltigkeit» / «Umwelt» / «Technik» im Internet </font></li>
 </ul>
</ul>

<blockquote>

<blockquote>

<div><font face=Arial size=2>wie z.B. Gewinnung wertvoller Ressourcen aus Exkrementen und Abwasser; sinnvolle Alternativen zu Plastik; Solarenergie und dessen Potential als Energiequelle in der Zukunft; «Tiny houses» – Einfluss auf die Umwelt (Risiken und Chancen); Permakulturen – Technologien und Ansätze; Auswirkungen der Mobilität auf die Umwelt; Ökobilanz unserer Ernährung; Lebensmittelabfälle in der Schweiz; Vom Fleischesser zum Vegetarier / Veganer; Virtuelles Wasser und Nahrungsmittel; RNA in Zeiten der Corona: Bekanntmachung eines vielversprechenden Therapeutikums; Der Betrug des Fleisches-Analytische Methode der Lebensmittelindustrie; &nbsp;Resistenz zu Glyphosat von genverändertem Soja: molekulare Mechanismen und Implikationen; etc.</font></div>

</blockquote>

</blockquote>

<ul>
 <ul>
  <li><font face=Arial size=2>Vortrags-Erarbeitung (mit Unterstützung von Fachexpert*innen </font></li>
  <li><font face=Arial size=2>Vortrags- und Moderationstechnik Üben der Vorträge (Vortragsdauer jeweils ca. 20 Minuten). Moderationstechnik </font></li>
  <li><font face=Arial size=2>Impulsreferate und interaktive Umsetzung:</font></li>
  <ul>
   <li><font face=Arial size=2>Gestaltung von effektiven Präsentationen mit Präsentationstools </font></li>
   <li><font face=Arial size=2>Visualisierungstechniken </font></li>
   <li><font face=Arial size=2>Einsatz der Stimme und wirksame Rhetorik </font></li>
   <li><font face=Arial size=2>Moderationsvorbereitung</font></li>
   <li><font face=Arial size=2>Geben und Nehmen von hilfreichem Feedback</font></li>
  </ul>
  <li><font face=Arial size=2>Filmen des geplanten Kurzvortrags für die Diskussion mit den Fachexpert*innen</font></li>
 </ul>
</ul>

<div><font face=Arial size=2>B) Erarbeitung und Präsentation eines Einzel-Kurzreferats (ca. 10 Minuten) zu einem selbstgewählten Thema. Hier werden individuell die im Modul angeeigneten Kompetenzen nochmals angewendet.</font></div>

<blockquote>

<div>&nbsp;</div>

</blockquote>

<div><font face=Arial size=2>So erlebten die teilnehmenden Studierenden das Modul «Wissenskommunikation»: <a
href='"https://www.youtube.com/watch?v=coWuxUKcmmI'">https://www.youtube.com/watch?v=coWuxUKcmmI</a></font></div>

<div>&nbsp;</div>

<div><font face=Arial size=1>*Fachexpert_Innen: Meret Amrein, Caroline Bänziger; Federico Dalcanale, Ralph Eismann, Maurizio Gullo, Susanne Herzig, Rahel Lüthy, Maryna Peter, Anna Weston</font></div>",t,t,f,1,KT,f,f,,,,f,,,,,,1,20,24,20,404
,3,B-LS-BZ 033,Literaturseminar BZ,Literaturseminar in Bioanalytik und Zellbiologie,LSBA,5,,"Bearbeitung von ausgewählten Publikationen im Bereich der Bioanalytik und Zellbiologie / Lektüre, Diskussion und Präsentation der Inhalte / Tipps und Tricks bei Präsentationen / Präsentationsübungen und Feedback-Runden.",1,2021-11-03,1,27,<div><font face=Arial size=2>Lesen von ausgewählten Publikationen und kritisches Reflektieren darüber im Plenum der Teilnehmer des Moduls.</font></div>,t,t,f,2,BZ,f,f,,,,f,,,,,100,1,1,50,23,179
In der Woche nach dem Bioprozesstechnik II Block,3,B-LS-CB 004,Bioprozesstechnik II - Downstream Proc.,Bioprozesstechnik II - Downstream Processing,BPZ2,4,,Entwicklungsstand des Downstream Processing / Zellernte / Mechanische Zellaufschlussverfahren / Abtrennung der Biomasse / Anreicherung und Konzentrierung / Produktisolierung und -reinigung / Produktformulierung / Qualität und Sicherheit / Wirtschaftlichkeit.,1,2021-05-22,1,62,"<ul>
 <li><font face=Arial size=2>Entwicklungsstand des Downstream Processings</font></li>
 <li><font face=Arial size=2>Zellernte</font></li>
 <li><font face=Arial size=2>mechanische Zellaufschlussverfahren</font></li>
 <li><font face=Arial size=2>Abtrennung der Biomasse</font></li>
 <li><font face=Arial size=2>Membranverfahren (Virusfiltration, Entkeimungsfiltration, Ultrafiltration/Diafiltration)</font></li>
 <li><font face=Arial size=2>Produktisolierung und –reinigung (Phasenseparation und chromatographische Methoden)</font></li>
 <li><font face=Arial size=2>Qualität und Sicherheit</font></li>
 <li><font face=Arial size=2>Wirtschaftliche Aspekte des Downstream Processing</font><font
     size=2>&nbsp;</font></li>
</ul>",t,t,f,2,CB,f,f,,,,f,30,,,70,,1,1,30,10,83
"nachmittags, nicht freitags",2,B-LS-KT 011,My Future,My Future,MF,5,,"Anleitung zum Erkennen eigener Stärken und Schwächen / Förderung der Auftrittskompetenz / Bewerbungsplanung / Schriftliche Unterlagen, Vorbereitung und Durchführung von Vorstellungsgesprächen und Assessments / Informationen zu weiteren Bildungsprogrammen (z.B. Master-Studium).",1,2021-11-03,2,26,"<div><font face=Arial size=2>Dieses interaktive Modul besteht aus Impulsreferaten, Gruppenübungen und Einzelarbeiten.</font></div>

<ul>
 <li><font face=Arial size=2>Anleitung zum Erkennen eigener Stärken und Schwächen und den dazu passenden Stellenausschreibungen</font></li>
 <li><font face=Arial size=2>Identifizieren von möglichen Massnahmen bzgl. Stärken und Schwächen</font></li>
 <li><font face=Arial size=2>Vorbereitung von Vorstellungsgesprächen inkl. Übungen zum Verbessern der Auftrittskompetenz und Entwickeln eines persönlichen «elevator pitch»</font></li>
 <li><font face=Arial size=2>Bewerbungsplanung – vom richtigen Lesen der Stellenanzeige, dem Erstellen überzeugender Bewerbungsunterlagen (inkl. professionellem Bewerbungsfoto) bis zur Vorbereitung des Bewerbungsgesprächs</font></li>
</ul>

<div><font face=Arial size=2>Wir arbeiten mit externen Fachexpert*innen zusammen. </font></div>",t,t,f,2,KT,f,f,,,,f,,,,,,1,1,40,48,224
,3,B-LS-CH 003,Grdl. Organische Chemie,Grundlagen Organische Chemie,GOC,1,,"Geometrie und Struktur von organischen Molekülen / Resonanzstrukturen, Hybridisierung / Einführung in organische Substanzklassen: Nomenklatur, funktionelle Gruppen und deren Transformationen / Chemische Reaktionen: Klassifizierung, sterische und elektronische Einflüsse / Acidität und Basizität organischer Moleküle / Stereochemie: Konfiguration- und Konformationsisomerie, Chiralität, Nomenklatur, Stereoselektivität.",1,2021-12-02,1,52,"<ul>
 <li><font face=Arial size=2>Geometrie und Struktur von Molekülen</font></li>
 <ul>
  <li><font face=Arial size=2>Atome, Atommodelle, Quanten</font></li>
  <li><font face=Arial size=2>Natur der chemischen Bindung</font></li>
  <li><font face=Arial size=2>Hybridisierung</font></li>
  <li><font face=Arial size=2>Resonanzstrukturen</font></li>
 </ul>
 <li><font face=Arial size=2>Einführung in organische Substanzklassen</font></li>
 <ul>
  <li><font face=Arial size=2>Nomenklatur</font></li>
  <li><font face=Arial size=2>Funktionelle Gruppen</font></li>
  <ul>
   <li><font face=Arial size=2>Eigenschaften</font></li>
   <li><font face=Arial size=2>Transformationen</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Chemische Reaktionen</font></li>
 <ul>
  <li><font face=Arial size=2>Klassifizierung</font></li>
  <ul>
   <li><font face=Arial size=2>Substitution</font></li>
   <li><font face=Arial size=2>Addition</font></li>
   <li><font face=Arial size=2>Elimination</font></li>
   <li><font face=Arial size=2>Oxidation</font></li>
   <li><font face=Arial size=2>Reduktion</font></li>
  </ul>
  <li><font face=Arial size=2>Elektronische und sterische Einflüsse</font></li>
  <ul>
   <li><font face=Arial size=2>induktive Effekte</font></li>
   <li><font face=Arial size=2>mesomere Effekte</font></li>
   <li><font face=Arial size=2>Hyperkonjugation</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Acidität/Basizität in organischen Molekülen</font></li>
 <li><font face=Arial size=2>Stereochemie</font></li>
 <ul>
  <li><font face=Arial size=2>Konfigurationsisomerie</font></li>
  <li><font face=Arial size=2>Konformationsisomerie</font></li>
  <li><font face=Arial size=2>Nomenklatur</font></li>
  <ul>
   <li><font face=Arial size=2>CIP-System</font></li>
   <li><font face=Arial size=2>D/L nach E. Fischer</font></li>
  </ul>
  <li><font face=Arial size=2>Dreidimensionale Darstellung und Projektion von Molekülen</font></li>
  <li><font face=Arial size=2>Chiralität</font></li>
  <ul>
   <li><font face=Arial size=2>Symmetrielemente, -operationen</font></li>
   <li><font face=Arial size=2>Optische Aktivität</font></li>
  </ul>
  <li><font face=Arial size=2>Charakterisierung und Herstellung chiraler Verbindungen</font></li>
  <ul>
   <li><font face=Arial size=2>Optische Reinheit und deren Bestimmungsmethoden</font></li>
   <li><font face=Arial size=2>Racematspaltung</font></li>
  </ul>
 </ul>
 <li><font face=Arial size=2>Stereochemie bei Reaktionen</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,3,CH,f,f,,,,f,30,,,70,,1,1,40,28,303
,3,B-LS-UT 003,Nachhaltige Entwicklung,Nachhaltige Entwicklung,NE,3,,"Historische Entwicklung, aktueller Zustand und Trends /  Zentrale Treiber: Demographie, Mobilität, Energiebedarf / Herausforderungen: Wasser, Knappheit von Ressourcen, Klimawandel / Zielsetzungen: Sustainable Development Goals (SDGs), Konventionen, nationale Ziele /  Umsetzungen in Unternehmen der Life Sciences und Reporting (GRI) / Fallbeispiele.",1,2021-05-22,1,27,"<ul>
 <li><font face=Arial size=2>Grundsätzlich:</font></li>
 <ul>
  <li><font face=Arial size=2>Studierende können konkret mit dem Begriff Nachhaltigkeit umgehen. Sie kennen die relevanten Aspekte und Trends. Sie kennen die wichtigsten Nachhaltigkeitskonzepte und wie Nachhaltigkeit gemessen und bewertet werden kann. Sie können das übergeordnete Ziel &quot;Nachhaltigkeit&quot; im Rahmen von kleinen Projekten konkretisieren.</font></li>
 </ul>
 <li><font face=Arial size=2>Relevante Aspekte und Trends:</font></li>
 <ul>
  <li><font face=Arial size=2>Die Studierenden kennen die relevanten Fakten und Entwicklungen in den Bereichen Demographie, Wasser, Energie, Mobilität und Klimawandel global und in der Schweiz und verstehen die grossen Zusammenhänge und Herausforderungen.</font></li>
 </ul>
 <li><font face=Arial size=2>Grundlagen der Nachhaltigkeit:</font></li>
 <ul>
  <li><font face=Arial size=2>Die Studierenden kennen die wichtigsten Nachhaltigkeitskonzepte und wissen wie Nachhaltigkeit gemessen werden kann. Insbesondere kennen Sie die Nachhaltigkeitsziele der Agenda 2030 und die Indikatorsysteme der Schweiz (Monet/Agenda 2030) und der Kantone und Städte (Cercle Indicateurs). Sie kennen die Global Report Initiative für Unternehmen und können den Nachhaltigkeitskompass vom Kt. BL für Projekte anwenden.</font></li>
 </ul>
 <li><font face=Arial size=2>Grundlagen des Umweltrechts:</font></li>
 <ul>
  <li><font face=Arial size=2>Die Studierenden kennen die Grundprinzipien des Umweltrechts und die rechtlichen Rahmenbedingungen der Schweizer Nachhaltigkeitspolitik.</font></li>
 </ul>
 <li><font face=Arial size=2>Anwendung des Konzepts:</font><font size=2>&nbsp;</font></li>
 <ul>
  <li><font face=Arial size=2>Die Studierenden können die Idee der Nachhaltigkeit anhand eines kleinen Projekts konkretisieren. D.h. es werden für eine konkrete Situation ein Zielsystem zur Verbesserung der Nachhaltigkeit erstellt, Massnahmen identifiziert und die Wirksamkeit und Effizienz abgeschätzt.</font><font
      size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,1,UT,f,f,,,,f,100,,,,,1,1,25,20,16
die beiden Durchführungen sollen zeitgleich stattfinden (A. Brown und I. Jennings),3,B-LS-KT 036a,Written Academic English (HS),Written Academic English (Herbst),E2a,1,,Scientific writing & text analysis / Reading & summarising texts from specialist journals and the general press / In-class activities & written assignments for skill devel-opment and progress assessment / Expansion of grammar and vocabulary in academic & scientific contexts / Writing effective CVs & job application letters. Target level at end of course: B2/C1 depending on assessment mark.,2,2021-11-03,2,51,"<div><font face=Arial size=2>Comprehension and analysis of scientific articles; group discussions &amp; communication activities. Identifying relevant key points in a text as a basis for writing concise, clear elegant summaries. Expressing opinions in correct formal English with supporting evidence. Writing effective and successful job applications – CVs and covering letters</font></div>

<div>&nbsp;</div>

<ul>
 <li><font face=Arial size=2>Functions</font></li>
 <ul>
  <li><font face=Arial size=2>Describing events, experience, attitudes.</font></li>
  <li><font face=Arial size=2>Expressing opinions, agreement/disagreement.</font></li>
  <li><font face=Arial size=2>Connecting ideas; expressing cause and effect, contrast, sequence etc.</font></li>
 </ul>
 <li><font face=Arial size=2>Grammar</font></li>
 <ul>
  <li><font face=Arial size=2>Past simple &amp; continuous </font></li>
  <li><font face=Arial size=2>Past perfect </font></li>
  <li><font face=Arial size=2>Present perfect</font></li>
  <li><font face=Arial size=2>Future (will &amp; going to)</font></li>
  <li><font face=Arial size=2>Future continuous</font></li>
  <li><font face=Arial size=2>Common phrasal verbs</font></li>
  <li><font face=Arial size=2>Formal register including reported speech &amp; passive</font></li>
  <li><font face=Arial size=2>Modals: possibility, deduction, obligation &amp; necessity</font></li>
  <li><font face=Arial size=2>Articles with countable and uncountable nouns</font></li>
  <li><font face=Arial size=2>Inversion</font></li>
  <li><font face=Arial size=2>Determiners (e.g. all the, most, both)</font></li>
  <li><font face=Arial size=2>Adverbial phrases and word order</font></li>
  <li><font face=Arial size=2>Comparative and superlative forms</font></li>
 </ul>
 <li><font face=Arial size=2>Word building</font><font size=2>&nbsp;</font></li>
</ul>",t,t,f,1,KT,f,f,,,,f,40,,,60,,1,1,40,54,68
,3,B-LS-PT 012,Partikeltechnik II,Partikeltechnik II,PT2,3,,"Poröse Systeme / Haftkräfte und Agglomeration / Lagern und Fliessen von Schüttgütern / Siloauslegung / Dosieren von Schüttgütern / Durchströmte Schüttungen / Druckverlust von durchströmten Schüttungen, laminar und turbulent / Kuchenfiltration / Filtertechnik / Wirbelschichten / Wirbelschichtgranulatoren / Pneumatischer Feststofftransport / Wirbelschichttrocknung.",1,2021-12-02,1,52,"<ul>
 <li><font face=Arial size=2>Lagern und Fliessen von Schüttgütern</font></li>
 <ul>
  <li><font face=Arial size=2>Bestimmung von Schüttguteigenschaften, Schüttgutförderanlagen, Siloauslegung</font></li>
 </ul>
 <li><font face=Arial size=2>Durchströmung von Partikelschichten</font></li>
 <ul>
  <li><font face=Arial size=2>Festbetten</font></li>
  <li><font face=Arial size=2>Kuchenfiltration</font></li>
  <li><font face=Arial size=2>Filterapparate und Filterzentrifugen</font></li>
  <li><font face=Arial size=2>Wirbelschichten</font></li>
 </ul>
 <li><font face=Arial size=2>Agglomeration (Mechanismen und Verfahren, Aufbau- und Pressagglomeration)</font></li>
 <ul>
  <li><font face=Arial size=2>Granulatoren, Kompaktoren, Pressen</font></li>
 </ul>
 <li><font face=Arial size=2>Pneumatische Förderung</font></li>
 <ul>
  <li><font face=Arial size=2>Dimensionierung von Förderanlagen und Auswahl geeigneter Bauteile wie Injektoren, Weichen, Zellenradschleusen, Abscheider, Entstauber </font><font
      size=2>&nbsp;</font></li>
 </ul>
</ul>",t,t,f,2,PT,f,f,,,,f,,,,100,,1,1,40,30,114
